"","ubicacion","lat","lon","precio_moneda","precio","ambientes","habitaciones","sup_des","sup_cub","fecha","expensas","href","tipo","fuente","sup_total"
"82","BELAUSTEGUI, LUIS DR. 4200. Entre Segurola, av. y Sanabria",-34.6260747,-58.4909521,"ARS",23000,1,,,,2021-09-30,4300,"https://www.properati.com.ar/detalle/40bnn_alquiler_departamento_monte-castro_luminoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_clave-inmobiliaria","depto","properati",
"83","Olazabal   4900 9° ",-34.57589722,-58.4849205,"ARS",85000,,3,92,,2021-09-30,16000,"https://www.properati.com.ar/detalle/40bll_alquiler_departamento_villa-urquiza_luminoso_lujoso_dependencias_garage_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cochera_ascensor_vigilancia_roberto-nicolas-negocios-inmobiliarios_hnqj","depto","properati",92
"84","Sarmiento   2900",-34.60671234,-58.40746307,"ARS",28000,,1,45,,2021-09-30,7000,"https://www.properati.com.ar/detalle/40egc_alquiler_departamento_balvanera_balcon_lavadero_luminoso_placard_subte-linea-b_subte-linea-a_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_enter-propiedades_hnod","depto","properati",45
"85","Juan Agustin Garcia  1800",-34.60376358,-58.46864319,"ARS",47000,,2,62,,2021-09-30,3000,"https://www.properati.com.ar/detalle/404ky_alquiler_departamento_villa-general-mitre_lujoso_ciclovias-y-bicisendas-de-buenos-aires_del-oeste-propiedades_hnvm","depto","properati",62
"86","Arenales 1176, Barrio Norte, Capital Federal, Argentina. ",-34.5946566,-58.3840786,"ARS",17500,2,,41,,2021-09-30,,"https://www.properati.com.ar/detalle/4045f_alquiler_departamento_barrio-norte_lujoso_placard_subte-linea-d_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_calefaccion_magali-claro","depto","properati",41
"87","San Martin   900 12° ",-34.5964241,-58.37440872,"ARS",34000,,1,40,,2021-09-29,5000,"https://www.properati.com.ar/detalle/3nc1p_alquiler_departamento_retiro_balcon_luminoso_vista_lujoso_subte-linea-b_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_ascensor_enrique-garcia_hnoq","depto","properati",40
"88","Washington  2700 9° ",-34.56361008,-58.47439575,"ARS",28000,,,32,,2021-09-29,1600,"https://www.properati.com.ar/detalle/3wtft_alquiler_departamento_coghlan_luminoso_lujoso_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_estudio-monaco-propiedades_hnfc","depto","properati",32
"89","Burela  2100 6° ",-34.58066177,-58.48958206,"ARS",47000,,,63,,2021-09-29,4500,"https://www.properati.com.ar/detalle/3zmwa_alquiler_departamento_villa-urquiza_balcon_lavadero_luminoso_placard_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_calefaccion_cristina-natale-propiedades_ho2z","depto","properati",63
"90","DE LOS INCAS, AVDA. 4800. Entre Bauness y Avalos",-34.5843896,-58.4781762,"ARS",48000,2,1,,,2021-09-29,4000,"https://www.properati.com.ar/detalle/3zpc9_alquiler_departamento_villa-urquiza_balcon_luminoso_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_ingeniero-di-menna-negocios-inmobiliarios","depto","properati",
"91","Lola Mora 400",-34.619057,-58.360657,"ARS",270000,3,2,,,2021-09-29,30000,"https://www.properati.com.ar/detalle/3zr34_alquiler_departamento_puerto-madero_balcon_suite_gimnasio_piscina_toilette_luminoso_garage_amenities_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_solarium_vigilancia_citybrokers","depto","properati",
"92","Av. Santa Fe  5200. Entre Ravingani y Arevalo ",-34.5763092,-58.4329368,"ARS",30000,1,,,,2021-09-29,4200,"https://www.properati.com.ar/detalle/3z39z_alquiler_departamento_palermo_balcon_luminoso_amenities_aire-acondicionado_subte-linea-d_cocina_vigilancia_tripputi-propiedades","depto","properati",
"93","Billinghurst  2100. Entre Peña  y Juncal",-34.5869153,-58.4068366,"ARS",60000,3,2,,,2021-09-29,11000,"https://www.properati.com.ar/detalle/3z3a0_alquiler_departamento_recoleta_lavadero_losa-radiante_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_vigilancia_calefaccion_tripputi-propiedades","depto","properati",
"94","Sarmiento 900. Entre Diagonal norte y Carabelas, pje.",-34.604946,-58.3797659,"ARS",60000,5,4,,,2021-09-29,18000,"https://www.properati.com.ar/detalle/3zlwi_alquiler_departamento_centro-microcentro_luminoso_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_vigilancia_tripputi-propiedades","depto","properati",
"95","Cabello 3682",-34.5805221,-58.4115432,"ARS",65000,2,1,48,,2021-09-29,,"https://www.properati.com.ar/detalle/3yhsa_alquiler_departamento_palermo_balcon_lavadero_piscina_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_churba-propiedades_hjy4","depto","properati",48
"96","AV DE LOS INCAS 3300. Entre Conde y Superi",-34.5731409,-58.4608811,"ARS",38000,2,1,,,2021-09-29,8070,"https://www.properati.com.ar/detalle/3yoxe_alquiler_departamento_colegiales_balcon_lavadero_luminoso_lujoso_electrogeno_garage_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_vigilancia_lao-luchetti-negocios-inmobiliarios_j34","depto","properati",
"97","Juana Manso 1500. Entre Encarnacion ezcurra",-34.6163560764,-58.3617721981,"ARS",178000,3,2,,,2021-09-29,25000,"https://www.properati.com.ar/detalle/3wgrt_alquiler_departamento_puerto-madero_suite_gimnasio_jardin_lavadero_piscina_garage_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_chochera_comedor_living-comedor_vigilancia_calefaccion_cochera_cardell-inmobiliaria","depto","properati",
"98","Olazabal  5100. Entre Bauness y Bucarelli",-34.576439,-58.4861475,"ARS",30000,2,1,,,2021-09-29,5000,"https://www.properati.com.ar/detalle/3wguz_alquiler_departamento_villa-urquiza_balcon_placard_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_tripputi-propiedades","depto","properati",
"99","Consultar dirección",-34.59574509,-58.40976334,"ARS",70000,,2,64,,2021-09-29,17000,"https://www.properati.com.ar/detalle/3zat4_alquiler_departamento_recoleta_balcon_suite_terraza_toilette_vestidor_garage_amoblado_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_gas-natural_arquitecto-albarracin-propiedades_hnj2","depto","properati",64
"100","AGUERO 2300. Entre Av. las heras y Juan maria gutierrez",-34.5861049,-58.3994072,"ARS",35000,1,,,,2021-09-29,5690,"https://www.properati.com.ar/detalle/3zzkq_alquiler_departamento_recoleta_balcon_lavadero_parrilla_terraza_garage_impecable_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_cochera_vigilancia_alojargentina-s-a","depto","properati",
"101","GALLO 1300. Entre Paraguay y Mansilla",-34.5948207,-58.4107246,"ARS",40000,2,1,,,2021-09-29,2300,"https://www.properati.com.ar/detalle/3ueq9_alquiler_departamento_palermo_balcon_dependencias_placard_aire-acondicionado_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_gas-natural_menasches-propiedades","depto","properati",
"102","Fitz Roy  2353",-34.5790678,-58.4303017,"ARS",45000,1,1,46,,2021-09-29,,"https://www.properati.com.ar/detalle/3x4e4_alquiler_oficina-consultorio_palermo-hollywood_suite_lavadero_parrilla_piscina_sum_terraza_luminoso_garage_amenities_aire-acondicionado_estrenar_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_vigilancia_agua-corriente_calefaccion_centen","depto","properati",46
"103","ALVAREZ, JULIAN 600. Entre Aguirre y Loyola",-34.5989723,-58.4334945,"ARS",36900,1,,,,2021-09-29,6800,"https://www.properati.com.ar/detalle/3xa9j_alquiler_departamento_villa-crespo_balcon_luminoso_garage_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_chochera_cochera_luisio-propiedades-suc-virrey-del-pino-2378","depto","properati",
"104","CORRIENTES, AVDA. 1200. Entre Talcahuano y Libertad",-34.6037609,-58.3845737,"ARS",35000,3,2,,,2021-09-29,7576,"https://www.properati.com.ar/detalle/3xmpt_alquiler_departamento_tribunales_lavadero_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_mosquera-propiedades","depto","properati",
"105","SEGUROLA AV 3200. Entre Av. fco beiro y J.p.varela",-34.6074974,-58.5120071,"ARS",60000,3,2,,,2021-09-29,10700,"https://www.properati.com.ar/detalle/401ql_alquiler_departamento_villa-devoto_luminoso_jakim-propiedades","depto","properati",
"106","Av Independencia  1300 4° ",-34.6179924,-58.38463974,"ARS",35000,,,39,,2021-09-29,12800,"https://www.properati.com.ar/detalle/4070f_alquiler_departamento_constitucion_balcon_gimnasio_lavadero_piscina_sum_terraza_luminoso_lujoso_amenities_impecable_placard_aire-acondicionado_estrenar_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_ascensor_solarium_","depto","properati",39
"107","Superi 1400",-34.573884,-58.460438,"ARS",49000,3,2,,,2021-09-29,,"https://www.properati.com.ar/detalle/40766_alquiler_departamento_belgrano_ciclovias-y-bicisendas-de-buenos-aires_tizado-belgrano-norte","depto","properati",
"108","Jorge Luis Borges  2400 8° ",-34.58277893,-58.4221611,"ARS",35000,,,,,2021-09-29,3000,"https://www.properati.com.ar/detalle/4080n_alquiler_departamento_palermo_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_marcela-lanzani-negocios-inmobiliarios_hnr6","depto","properati",
"109","CONGRESO, AVDA. 3100. Entre Freire, ramon y Zapiola",-34.5590271,-58.469643,"ARS",140000,5,4,,,2021-09-29,4700,"https://www.properati.com.ar/detalle/4089t_alquiler_departamento_coghlan_balcon_lavadero_toilette_luminoso_lujoso_garage_impecable_doble-circulacion_subte-linea-d_cocina_hall_living_cochera_comedor_living-comedor_alvarez-inmuebles_m7m","depto","properati",
"110","avenida de mayo al 900",-34.6089949,-58.3791175,"ARS",33000,3,2,61,61,2021-09-29,8000,"https://www.properati.com.ar/detalle/408aa_alquiler_departamento_monserrat_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_montero","depto","properati",61
"111","Neuquen  al 1700",-34.6194061,-58.4519993,"ARS",62500,3,2,76,70,2021-09-29,11500,"https://www.properati.com.ar/detalle/408af_alquiler_departamento_caballito_balcon_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_alvarez-dupot-propiedades","depto","properati",76
"112","11 de Septiembre al 1500",,,"USD",5000,5,3,320,320,2021-09-29,,"https://www.properati.com.ar/detalle/408ga_alquiler_departamento_belgrano_balcon_baulera_suite_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_luminoso_vista_sauna_lujoso_dependencias_electrogeno_garage_amenities_aire-acondicionado_cocina_hall_living_cochera_comedor_l","depto","properati",320
"113","GUIDO al 2400",-34.586345,-58.3949787,"ARS",60000,3,2,60,56,2021-09-29,10000,"https://www.properati.com.ar/detalle/408gr_alquiler_departamento_recoleta_balcon_placard_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_grupo-mega-recoleta","depto","properati",60
"114","Pujol al 1300",-34.607078,-58.4530977,"ARS",30000,2,1,42,39,2021-09-29,8300,"https://www.properati.com.ar/detalle/408i3_alquiler_departamento_caballito_balcon_luminoso_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_caian-negocis-inmobiliarios","depto","properati",42
"115","Don Bosco  al 3800",-34.6131883,-58.4199931,"ARS",20000,1,,28,28,2021-09-29,6500,"https://www.properati.com.ar/detalle/408jt_alquiler_departamento_almagro_luminoso_garage_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_devia-inmuebles_oux","depto","properati",28
"116","Av Santa Fe al 1200",,,"ARS",55000,3,2,,,2021-09-29,11900,"https://www.properati.com.ar/detalle/408k6_alquiler_departamento_recoleta_balcon_lavadero_lujoso_impecable_cocina_hall_living_fam-inmobiliaria_hlwe","depto","properati",
"117","AV. CORRIENTES al 6300",-34.5906204708,-58.448666927,"ARS",45000,1,1,33,30,2021-09-29,7000,"https://www.properati.com.ar/detalle/408lc_alquiler_departamento_chacarita_balcon_piscina_sum_luminoso_garage_amoblado_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_cochera_vigilancia_zampone-propiedades_hkdt","depto","properati",33
"118","Virgilio al 1300",-34.62617,-58.5109345,"ARS",32000,2,1,49,47,2021-09-29,4900,"https://www.properati.com.ar/detalle/408ne_alquiler_departamento_monte-castro_balcon_lavadero_luminoso_placard_cocina_hall_living_comedor_living-comedor_ascensor_inmobiliaria-peluffo_hm8h","depto","properati",49
"119","Avenida Olazábal 2700",-34.5619095,-58.4615661,"ARS",63000,3,2,70,59,2021-09-29,,"https://www.properati.com.ar/detalle/408qn_alquiler_departamento_belgrano_balcon_gimnasio_jardin_lavadero_luminoso_lujoso_garage_amoblado_subte-linea-d_cocina_hall_living_comedor_living-comedor_ascensor_encargado_vigilancia_calefaccion_re-max-power","depto","properati",70
"120","Concepción Arenal 3400",-34.5834966,-58.4461723,"ARS",45000,1,,41,36,2021-09-29,,"https://www.properati.com.ar/detalle/408u8_alquiler_departamento_chacarita_balcon_hidromasaje_jardin_piscina_luminoso_garage_amenities_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_vigilancia_re-max-premium-iv","depto","properati",41
"121","José A. Cabrera 6000",-34.5823324,-58.4431533,"ARS",45000,2,1,40,36,2021-09-29,,"https://www.properati.com.ar/detalle/408uc_alquiler_departamento_palermo_balcon_lavadero_parrilla_piscina_sum_luminoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_solarium_re-max-premium-iv","depto","properati",40
"122","Juan de Dios Filiberto 1000",-34.63797,-58.363869,"ARS",45000,2,1,53,51,2021-09-29,,"https://www.properati.com.ar/detalle/408uu_alquiler_departamento_boca_balcon_suite_gimnasio_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_luminoso_vista_amenities_estrenar_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_solarium_vigilancia_apto-masc","depto","properati",53
"123","Av. del Libertador 3700",-34.572291,-58.421443,"USD",3500,6,4,450,410,2021-09-29,,"https://www.properati.com.ar/detalle/408z1_alquiler_departamento_palermo_balcon_suite_hidromasaje_parrilla_terraza_lujoso_dependencias_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_vigilancia_re-max-ra-iacute-ces","depto","properati",450
"124","Raúl Scalabrini Ortiz 2000",-34.5881614,-58.4204911,"ARS",80000,4,3,113,100,2021-09-29,,"https://www.properati.com.ar/detalle/408zi_alquiler_departamento_palermo_balcon_lavadero_garage_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_re-max-urbana","depto","properati",113
"125","Av. José María Moreno 500",-34.624841,-58.434751,"ARS",50000,2,1,47,47,2021-09-29,,"https://www.properati.com.ar/detalle/40925_alquiler_departamento_caballito_balcon_parrilla_piscina_terraza_lujoso_amoblado_aire-acondicionado_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_ascensor_solarium_vigilancia_calefaccion_gas-natural_re-max-express","depto","properati",47
"126","Ortega y Gasset 1900",-34.5706677,-58.4332575,"ARS",70000,4,3,72,72,2021-09-29,,"https://www.properati.com.ar/detalle/40947_alquiler_departamento_palermo_lavadero_toilette_luminoso_dependencias_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_century-21-d-adam","depto","properati",72
"127","THAMES 2118",-34.5844263,-58.4262308,"ARS",42000,3,2,64,64,2021-09-29,,"https://www.properati.com.ar/detalle/40948_alquiler_departamento_palermo_balcon_jardin_luminoso_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_century-21-annoni-suc-saavedra","depto","properati",64
"128","Malabia",-34.5857996357,-58.4192382751,"USD",250,2,1,34,34,2021-09-29,,"https://www.properati.com.ar/detalle/4094x_alquiler_departamento_palermo_jardin_lavadero_vista_garage_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_century-21-cosentino","depto","properati",34
"129","Libertador 7000",-34.5480689,-58.4557867,"USD",1800,5,4,184,,2021-09-29,12107,"https://www.properati.com.ar/detalle/4096q_alquiler_departamento_nunez_balcon_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_sum_toilette_sauna_lujoso_electrogeno_garage_amoblado_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_vigilancia_","depto","properati",184
"130","Armenia al 2200",-34.5859164891,-58.4215432391,"ARS",65000,3,2,76,70,2021-09-29,10900,"https://www.properati.com.ar/detalle/40977_alquiler_departamento_palermo_balcon_lavadero_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_martin-lotti-brokers-inmobiliarios_hlxr","depto","properati",76
"131","Lambaré al 900",-34.602911,-58.4301544,"ARS",26000,2,1,,,2021-09-29,7500,"https://www.properati.com.ar/detalle/40982_alquiler_departamento_almagro_balcon_luminoso_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_dondo-propiedades_hlcn","depto","properati",
"132","3 De Febrero  1000 5° ",-34.56908417,-58.44343948,"ARS",52000,,1,52,,2021-09-29,13498,"https://www.properati.com.ar/detalle/409cd_alquiler_departamento_palermo_balcon_parrilla_sum_luminoso_lujoso_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_solarium_mel-propiedades_hnfe","depto","properati",52
"133","Malabia  2400 4° ",-34.5852356,-58.41880417,"ARS",20000,,,39,,2021-09-29,14000,"https://www.properati.com.ar/detalle/409f5_alquiler_departamento_palermo_jardin_sum_luminoso_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_f-bentancur-lj-aceto_hnf0","depto","properati",39
"134","Uriburu 443",-34.6039473,-58.3982308,"ARS",27000,2,1,43,,2021-09-29,,"https://www.properati.com.ar/detalle/409g2_alquiler_departamento_balvanera_luminoso_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_agua-corriente_afianzar-propiedades_hjzp","depto","properati",43
"135","PEREZ, ROQUE 3400. Entre NuÑez y Azurduy",-34.5562925,-58.4775777,"ARS",80000,4,3,,,2021-09-29,,"https://www.properati.com.ar/detalle/409go_alquiler_departamento_coghlan_balcon_lavadero_patio_toilette_luminoso_garage_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_addario-propiedades","depto","properati",
"136","Av. Independencia 3000. Entre Gral urquiza y La rioja ",-34.620116,-58.4090075,"ARS",33000,1,,,,2021-09-29,6000,"https://www.properati.com.ar/detalle/409il_alquiler_departamento_san-cristobal_lavadero_luminoso_garage_amenities_subte-linea-e_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_gas-natural_lepore-propiedades_dpr","depto","properati",
